Acceleration,Brake,Steering,Speed,TrackPosition,TrackAngle,TrackEdge0,TrackEdge1,TrackEdge2,TrackEdge3,TrackEdge4,TrackEdge5,TrackEdge6,TrackEdge7,TrackEdge8,TrackEdge9,TrackEdge10,TrackEdge11,TrackEdge12,TrackEdge13,TrackEdge14,TrackEdge15,TrackEdge16,TrackEdge17,TrackEdge18
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
1,0,-0.0285592135,0,0.333332,0,4.00001,4.14111,5.22164,6.9738,11.6952,15.4548,23.0351,45.8949,200,200,200,91.7896,46.0701,30.9096,23.3904,13.9476,10.4432,8.2822,7.99999
0.11307347,0,-0.0285600033,0.541532,0.333332,-0.00000212,4.00001,4.14111,5.22163,6.97378,11.6952,15.4547,23.0348,45.8938,200,200,200,91.7918,46.0707,30.9098,23.3906,13.9476,10.4433,8.28221,7.99999
1,0,-0.0285533816,0.899309,0.333332,0.0000145,4.00001,4.14113,5.2217,6.97394,11.6957,15.4557,23.037,45.9026,200,200,200,91.7744,46.0663,30.9079,23.3895,13.9473,10.4431,8.28217,7.99999
0.27283645,0,-0.0285454821,1.49289,0.333332,0.0000345,4.00001,4.14115,5.22179,6.97414,11.6963,15.4568,23.0396,45.913,200,200,200,91.7534,46.0611,30.9056,23.3882,13.9469,10.4429,8.28213,7.99999
1,0,-0.0285294931,2.14513,0.333332,0.0000746,4.00001,4.14119,5.22197,6.97454,11.6976,15.4591,23.0449,45.9341,200,200,200,91.7114,46.0506,30.901,23.3856,13.9461,10.4426,8.28204,7.99999
0.9415004,0,-0.0285112467,2.72832,0.333332,0.000121,4.00001,4.14125,5.22217,6.975,11.6991,15.4618,23.0509,45.9582,200,200,200,91.6634,46.0387,30.8957,23.3827,13.9452,10.4422,8.28193,7.99999
1,0,-0.0284833033,3.78963,0.333333,0.000191,4,4.14132,5.22247,6.97569,11.7014,15.4658,23.06,45.9952,200,200,200,91.5899,46.0203,30.8876,23.3782,13.9438,10.4416,8.28179,8
1,0,-0.0284489226,4.64404,0.333333,0.000277,4,4.14141,5.22285,6.97655,11.7041,15.4708,23.0714,46.0408,200,200,200,91.4996,45.9978,30.8777,23.3726,13.9421,10.4408,8.28159,8
1,0,-0.0284084231,5.54409,0.333333,0.000379,4,4.14153,5.22329,6.97756,11.7074,15.4767,23.0847,46.0945,200,200,200,91.3939,45.9714,30.866,23.3661,13.94,10.4399,8.28137,8
1,0,-0.0283617172,6.29088,0.333333,0.000496,4,4.14166,5.22381,6.97873,11.7112,15.4835,23.1001,46.1567,200,200,200,91.2719,45.9409,30.8525,23.3586,13.9377,10.4389,8.28111,8
1,0,-0.0283076726,7.12021,0.333333,0.000632,4,4.14181,5.2244,6.98009,11.7156,15.4914,23.1179,46.2288,200,200,200,91.1315,45.9057,30.8369,23.3499,13.935,10.4377,8.28081,8
1,0,-0.028248148,7.80147,0.333333,0.000781,4,4.14197,5.22506,6.98158,11.7204,15.5,23.1376,46.3085,200,200,200,90.9772,45.8669,30.8198,23.3403,13.932,10.4364,8.28048,8
1,0,-0.0281727165,8.61499,0.333333,0.000971,4,4.14218,5.22589,6.98347,11.7265,15.511,23.1626,46.4099,200,200,200,90.7823,45.8179,30.798,23.3282,13.9283,10.4348,8.28006,8
1,0,-0.0280955806,9.28845,0.333333,0.00116433,4,4.1424,5.22674,6.98541,11.7328,15.5223,23.1882,46.5139,200,200,200,90.5842,45.768,30.7759,23.3159,13.9244,10.4331,8.27963,8
1,0,-0.0280213561,9.97916,0.333333,0.00135065,4,4.14261,5.22756,6.98727,11.7388,15.5331,23.2129,46.6145,200,200,200,90.3943,45.72,30.7546,23.304,13.9207,10.4314,8.27922,8.00001
1,0,-0.0279362146,10.7168,0.333333,0.00156431,4.00001,4.14285,5.2285,6.98941,11.7457,15.5456,23.2413,46.7305,200,200,200,90.1774,45.6651,30.7303,23.2904,13.9165,10.4296,8.27875,8.00001
1,0,-0.0278473105,11.3904,0.333333,0.00178724,4.00001,4.1431,5.22948,6.99165,11.753,15.5586,23.271,46.852,200,200,200,89.9523,45.608,30.7049,23.2762,13.9121,10.4276,8.27826,8.00001
1,0,-0.0277484171,11.9859,0.333333,0.00203517,4.00001,4.14337,5.23057,6.99413,11.761,15.5731,23.3041,46.988,200,200,200,89.7032,45.5446,30.6767,23.2604,13.9072,10.4255,8.27771,8.00002
1,0,-0.0276513826,12.6358,0.333333,0.00227831,4.00001,4.14365,5.23165,6.99657,11.7689,15.5874,23.3367,47.1221,200,200,200,89.4603,45.4826,30.6491,23.245,13.9024,10.4234,8.27718,8.00002
1,0,-0.0275481809,13.2784,0.333333,0.00253681,4.00001,4.14394,5.23279,6.99917,11.7773,15.6026,23.3714,47.2655,200,200,200,89.2034,45.4169,30.6198,23.2286,13.8973,10.4211,8.27661,8.00002
1,0,-0.0274401978,13.9711,0.333333,0.00280692,4.00002,4.14424,5.23398,7.00189,11.7862,15.6185,23.4078,47.4163,200,200,200,88.9367,45.3484,30.5893,23.2115,13.8919,10.4188,8.27602,8.00003
1,0,-0.0273142606,14.6687,0.333211,0.00309581,4.00075,4.14532,5.23621,7.00608,11.7978,15.6384,23.4512,47.5874,200,200,200,88.645,45.2713,30.5539,23.1911,13.885,10.4153,8.27463,7.9993
1,0,-0.0271786023,15.3563,0.333008,0.00339129,4.00198,4.14692,5.23912,7.01119,11.811,15.6607,23.4984,47.7692,200,200,200,88.3434,45.19,30.516,23.169,13.877,10.4111,8.27272,7.99809
1,0,-0.0270364918,16.0209,0.332804,0.00370262,4.0032,4.14854,5.2421,7.01647,11.8249,15.6839,23.548,47.9614,200,200,200,88.0284,45.105,30.4764,23.1459,13.8688,10.4069,8.27077,7.99688
1,0,-0.0268724617,16.6936,0.33258,0.00406418,4.00455,4.15034,5.24546,7.02248,11.8407,15.7107,23.6054,48.1855,200,200,200,87.6662,45.0071,30.4309,23.1193,13.8594,10.402,8.2686,7.99555
1,0,-0.0267185886,17.379,0.332377,0.00440403,4.00578,4.15199,5.24857,7.02806,11.8556,15.7358,23.6593,48.3974,200,200,200,87.3287,44.9157,30.3883,23.0944,13.8506,10.3974,8.26659,7.99434
1,0,-0.026559351,18.0865,0.332173,0.00475724,4.00701,4.15365,5.25174,7.03379,11.8709,15.7617,23.7153,48.6189,200,200,200,86.9812,44.8213,30.3443,23.0688,13.8416,10.3928,8.26456,7.99313
1,0,-0.0263950713,18.8186,0.33197,0.00512261,4.00823,4.15533,5.25497,7.03964,11.8866,15.7885,23.7732,48.8496,200,200,200,86.625,44.7243,30.2992,23.0425,13.8323,10.3881,8.26251,7.99192
1,0,-0.0262254328,19.5567,0.331766,0.0055009,4.00946,4.15703,5.25825,7.04564,11.9028,15.8161,23.8331,49.09,200,200,200,86.2595,44.6245,30.2527,23.0154,13.8228,10.3832,8.26042,7.99072
1,0,-0.0260504559,20.2889,0.331563,0.00589223,4.01069,4.15874,5.2616,7.05177,11.9194,15.8446,23.8952,49.3406,200,200,200,85.8851,44.522,30.2049,22.9876,13.8131,10.3783,8.25832,7.98952
1,0,-0.0258700438,21.0258,0.331359,0.00629651,4.01192,4.16047,5.26501,7.05804,11.9366,15.8739,23.9593,49.6015,200,200,200,85.502,44.4168,30.1558,22.9591,13.8031,10.3732,8.25618,7.98831
1,0,-0.0256839022,21.7641,0.331156,0.00671429,4.01316,4.16221,5.26849,7.06446,11.9542,15.9042,24.0257,49.8734,200,200,200,85.11,44.3087,30.1054,22.9298,13.7928,10.368,8.25402,7.98712
1,0,-0.0254926346,22.5178,0.330952,0.00714456,4.01439,4.16397,5.27202,7.07102,11.9723,15.9353,24.0942,50.1559,200,200,200,84.7104,44.1982,30.0539,22.8997,13.7824,10.3628,8.25183,7.98592
1,0,-0.0252956729,23.2935,0.330749,0.00758808,4.01562,4.16575,5.27561,7.07773,11.9909,15.9674,24.165,50.4498,200,200,200,84.3026,44.085,30.001,22.869,13.7717,10.3574,8.24962,7.98472
1,0,-0.0250929929,24.0913,0.330545,0.0080452,4.01686,4.16754,5.27927,7.08458,12.01,16.0004,24.2381,50.7557,200,200,200,83.8866,43.9691,29.9468,22.8375,13.7608,10.3519,8.24738,7.98353
1,0,-0.0248839371,24.9094,0.330342,0.00851709,4.01809,4.16935,5.28301,7.0916,12.0296,16.0344,24.3137,51.0748,200,200,200,83.4618,43.8503,29.8912,22.8051,13.7495,10.3463,8.24511,7.98234
1,0,-0.0246682502,25.7446,0.330138,0.00900465,4.01933,4.17118,5.28681,7.09878,12.0499,16.0696,24.3921,51.4079,200,200,200,83.0277,43.7285,29.8342,22.7719,13.738,10.3405,8.24281,7.98115
1,0,-0.0244270042,26.5921,0.329731,0.0095105,4.02179,4.1743,5.29231,7.10833,12.0745,16.1109,24.4811,51.7731,200,200,200,82.5698,43.5963,29.7708,22.7342,13.7241,10.3331,8.23921,7.97875
1,0,-0.0241780784,27.4453,0.329325,0.0100346,4.02426,4.17745,5.2979,7.11809,12.0997,16.1535,24.5732,52.1553,200,200,200,82.1014,43.4606,29.7057,22.6956,13.7099,10.3254,8.23558,7.97635
1,0,-0.0239188522,28.3111,0.328918,0.0105822,4.02672,4.18062,5.30361,7.1281,12.1259,16.1978,24.6695,52.5589,200,200,200,81.6183,43.3202,29.6384,22.6556,13.6952,10.3176,8.2319,7.97395
0.9601593,0,-0.0236492027,29.1875,0.328511,0.0111539,4.02919,4.18383,5.30942,7.13839,12.153,16.2438,24.7701,52.9851,200,200,200,81.1208,43.1751,29.5688,22.6142,13.6801,10.3096,8.22817,7.97156
0.9181709,0,-0.0233687889,30.0709,0.328104,0.0117506,4.03166,4.18706,5.31536,7.14895,12.1811,16.2916,24.8752,53.4353,200,200,200,80.609,43.0253,29.4969,22.5716,13.6645,10.3014,8.2244,7.96917
1,0,-0.0230786037,30.9541,0.327697,0.0123693,4.03413,4.19033,5.32141,7.15977,12.21,16.3411,24.9844,53.9085,200,200,200,80.0855,42.8713,29.423,22.5277,13.6486,10.2931,8.22058,7.96679
0.68817043,0,-0.0227797385,31.8406,0.32729,0.0130073,4.0366,4.19362,5.32756,7.17082,12.2397,16.392,25.0974,54.4037,200,200,200,79.5532,42.7141,29.3474,22.4829,13.6323,10.2845,8.21673,7.96441
1,0,-0.0224732515,32.7061,0.326883,0.0136615,4.03908,4.19693,5.33379,7.18206,12.2701,16.4443,25.2138,54.9195,200,200,200,79.0151,42.5543,29.2705,22.4372,13.6157,10.2759,8.21284,7.96204
1,0,-0.0235603228,33.5335,0.342163,0.0142904,3.94742,4.10238,5.21554,7.02552,12.0132,16.111,24.7373,54.1345,200,200,200,79.4318,42.9027,29.5419,22.6581,13.7605,10.3889,8.3061,8.0538
0.61544895,0,-0.0232287757,34.4098,0.341553,0.0149618,3.95113,4.10697,5.22341,7.039,12.0476,16.1689,24.8635,54.687,200,200,200,78.876,42.7331,29.4586,22.6078,13.7415,10.3785,8.30092,8.05022
1,0,-0.022879662,35.2556,0.340942,0.015673,3.95483,4.11161,5.23147,7.05292,12.0835,16.2297,24.997,55.2805,200,200,200,78.2973,42.5559,29.3717,22.5555,13.7217,10.3678,8.29566,8.04664
1,0,-0.0225441773,36.0488,0.340332,0.0163484,3.95854,4.11621,5.23938,7.0665,12.1184,16.2885,25.1261,55.8578,200,200,200,77.7533,42.3878,29.2889,22.5054,13.7027,10.3574,8.29048,8.04307
0.4218235,0,-0.0221560895,37.009,0.339661,0.0171337,3.96262,4.12133,5.24829,7.08192,12.1583,16.3564,25.2761,56.5397,200,200,200,77.1319,42.1951,29.1939,22.4481,13.681,10.3456,8.2847,8.03914
1,0,-0.0217953082,37.7171,0.33905,0.017863,3.96633,4.126,5.25647,7.09614,12.1954,16.4195,25.4163,57.1857,200,200,200,76.5639,42.0179,29.1065,22.3952,13.6611,10.3348,8.27942,8.03558
0.83156204,0,-0.0214380007,38.4172,0.338236,0.0185381,3.97126,4.13188,5.26604,7.112,12.2344,16.4844,25.5568,57.8176,200,200,200,76.0309,41.8474,29.0206,22.3424,13.6401,10.3229,8.273,8.0308
0.9100685,0,-0.0210600086,39.2497,0.337423,0.0192586,3.9762,4.13782,5.27583,7.12838,12.2752,16.5527,25.706,58.501,200,200,200,75.4727,41.6684,28.9306,22.2871,13.6183,10.3106,8.26649,8.02602
1,0,-0.0206646789,40.0905,0.336609,0.0200157,3.98114,4.14381,5.2858,7.14519,12.3176,16.6239,25.8627,59.2313,200,200,200,74.8965,41.483,28.8373,22.2299,13.5959,10.298,8.25991,8.02126
0.31048965,0,-0.0202582311,40.9511,0.335795,0.020795,3.98609,4.14983,5.29589,7.16228,12.3609,16.6971,26.0246,59.9982,200,200,200,74.3132,41.2945,28.7424,22.1718,13.5732,10.2853,8.2533,8.0165
1,0,-0.0198544655,41.5376,0.334981,0.0215631,3.99104,4.15584,5.30595,7.17929,12.404,16.77,26.1863,60.7729,200,200,200,73.7458,41.1097,28.6491,22.1144,13.5507,10.2727,8.24672,8.01175
0.7526474,0,-0.0194702651,42.2466,0.334005,0.0222482,3.99696,4.16278,5.31694,7.19721,12.4473,16.8417,26.3418,61.5026,200,200,200,73.2327,40.9385,28.561,22.0594,13.5281,10.2595,8.23931,8.00601
1,0,-0.0190594923,43.0883,0.332987,0.0229816,4.00313,4.17003,5.32849,7.21613,12.4934,16.9182,26.5088,62.2983,200,200,197.851,72.6919,40.7573,28.4677,22.0011,13.5043,10.2457,8.23155,8.00004
1,0,-0.0186421722,43.8953,0.33197,0.0237258,4.00931,4.1773,5.34011,7.23522,12.54,16.996,26.6792,63.123,200,200,194.129,72.1515,40.5754,28.3739,21.9425,13.4804,10.2318,8.22378,7.99407
0.6985607,0,-0.0182279125,44.7221,0.330953,0.0244579,4.01548,4.18456,5.35169,7.25422,12.5864,17.0734,26.8492,63.955,200,200,190.595,71.6259,40.3972,28.2817,21.8848,13.4567,10.218,8.21604,7.98811
1,0,-0.0177996382,45.5729,0.329915,0.0252126,4.02179,4.19199,5.36356,7.27373,12.6343,17.1534,27.0257,64.8322,200,200,187.08,71.0919,40.2152,28.1874,21.8257,13.4325,10.2039,8.20814,7.98203
0.6355095,0,-0.0173560828,46.4176,0.328695,0.0259591,4.02919,4.20055,5.37688,7.2952,12.6855,17.238,27.21,65.7402,200,200,183.696,70.5603,40.0307,28.0904,21.7643,13.4066,10.1885,8.19913,7.97485
1,0,-0.0169035811,47.2624,0.327474,0.0267201,4.0366,4.20914,5.39029,7.31687,12.7375,17.3242,27.3988,66.6865,200,200,180.367,70.0268,39.8447,27.9927,21.7023,13.3805,10.1729,8.19011,7.96769
0.75339127,0,-0.016465826,48.0811,0.326253,0.027443,4.044,4.21768,5.40353,7.33818,12.7883,17.4082,27.5824,67.6138,200,200,177.302,69.5234,39.6675,27.899,21.6427,13.3552,10.1578,8.18116,7.96052
1,0,-0.0160155147,48.943,0.325033,0.0281879,4.05141,4.22626,5.4169,7.35978,12.8402,17.4943,27.772,68.5894,200,200,174.25,69.0133,39.4874,27.8037,21.5822,13.3295,10.1424,8.17218,7.95335
0.4078827,0,-0.0155408997,49.8071,0.323608,0.0289395,4.06005,4.23613,5.43196,7.38373,12.8965,17.5868,27.9733,69.6188,200,200,171.244,68.4952,39.3012,27.7041,21.5182,13.3017,10.1255,8.16194,7.94498
1,0,-0.0150668537,50.5003,0.322184,0.0296838,4.06869,4.246,5.44701,7.40766,12.9527,17.6793,28.1752,70.6661,200,200,168.361,67.9881,39.1178,27.6056,21.4548,13.2741,10.1086,8.15172,7.9366
0.64334106,0,-0.0146307526,51.2007,0.32076,0.030341,4.07732,4.25576,5.46165,7.43066,13.0058,17.7659,28.3622,71.6312,200,200,165.869,67.537,38.9521,27.5156,21.3964,13.2482,10.0925,8.14168,7.92821
1,0,-0.0141720241,52.0287,0.319316,0.0310371,4.08607,4.2657,5.47667,7.45438,13.061,17.8564,28.5594,72.6712,200,200,163.311,67.0681,38.7796,27.422,21.3357,13.2214,10.076,8.13144,7.91971
0.6117563,0,-0.0136992009,52.846,0.317688,0.031722,4.09593,4.27679,5.49312,7.48003,13.1195,17.9514,28.7641,73.7423,200,200,160.839,66.6015,38.605,27.3261,21.2729,13.193,10.0581,8.1201,7.91011
1,0,-0.0132163446,53.6659,0.31606,0.0324221,4.1058,4.2879,5.50968,7.50591,13.1789,18.0482,28.9737,74.8609,200,200,158.387,66.132,38.4287,27.2293,21.2096,13.1644,10.0401,8.10875,7.90051
0.80328465,0,-0.0127532166,54.4551,0.314433,0.033075,4.11565,4.29895,5.52603,7.5313,13.2367,18.1419,29.1758,75.9422,200,200,156.149,65.6936,38.2622,27.1372,21.1489,13.1366,10.0226,8.09748,7.89091
1,0,-0.0122727994,55.305,0.312744,0.0337466,4.12588,4.31042,5.54298,7.55764,13.2966,18.2392,29.3863,77.0836,200,200,153.905,65.2469,38.0916,27.0425,21.0865,13.108,10.0045,8.08582,7.88095
0.60497284,0,-0.0117739765,56.1597,0.310913,0.0344234,4.13697,4.3228,5.56113,7.58566,13.3597,18.3413,29.606,78.2779,200,200,151.687,64.7952,37.9171,26.9449,21.0218,13.078,9.98521,8.07327,7.87014
